book_id,stage,edition,grade,volume,coverage,title,pdf_bytes,md5,action,local_pdf,page_url
6bc0797f-f38f-d43f-3849-cfca0acb0f11,初中,冀教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,54688743,69ab8d44e59e0a7d9fd01d46ff78d962,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=6bc0797f-f38f-d43f-3849-cfca0acb0f11
9a302b3a-92a7-2713-ecb0-78438c05bf28,初中,冀教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,267891194,dbef6e62c4efabcab3cfca4134cfc3e3-52,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9a302b3a-92a7-2713-ecb0-78438c05bf28
448cb9d0-38c8-c2a5-e7f9-13015370b307,初中,冀教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 八年级上册,35816278,e3032e112278f650770727ed26aa9107-5,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=448cb9d0-38c8-c2a5-e7f9-13015370b307
c720a469-fbb6-4e94-b59f-e5cfb133f296,初中,冀教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 八年级上册,49007041,e9a378887075a3d7b913a4e48cbd99a1,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=c720a469-fbb6-4e94-b59f-e5cfb133f296
f0c5df3c-b649-4309-8ce5-455914d9f15c,初中,冀教版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,57314585,3d7699f3e214ba8f0094b6cfc83816e5,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=f0c5df3c-b649-4309-8ce5-455914d9f15c
f8344d21-4e85-4a71-5f02-b4ecae943972,初中,冀教版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,56788032,2f6c665f9d51b4752e57ce0cb45cf165,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=f8344d21-4e85-4a71-5f02-b4ecae943972
bfb70cd2-c00a-4bad-a7c9-79683b7f7404,初中,冀教版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,78713781,0b558ee283b6825ef45dd0abd5bcbc80,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=bfb70cd2-c00a-4bad-a7c9-79683b7f7404
0b5bb159-2176-678c-4723-19799c829011,初中,北师大版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级上册,19977692,89aa175acce31ca3fe3bb485fc2d0eb4,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=0b5bb159-2176-678c-4723-19799c829011
1bb3e2fe-45a1-2999-e8b4-9fc63d0929bb,初中,北师大版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级上册,60729089,22fceab1ad31cfd3fc8f9e5744eea2ce,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=1bb3e2fe-45a1-2999-e8b4-9fc63d0929bb
331959b8-d722-eac6-5466-4bac34806136,初中,北师大版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级上册,60796211,a816ff7761cbae6eaaad36d9a7987fb7,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=331959b8-d722-eac6-5466-4bac34806136
4fda3b14-5955-0c46-3bc7-1990ba4d0fc3,初中,北师大版,9,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 九年级上册,23232145,d600afb0889267dbdaed4e45a850a347,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=4fda3b14-5955-0c46-3bc7-1990ba4d0fc3
9620efee-9ef4-4601-9ff4-c677e64d7a44,初中,北师大版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 八年级上册,124573644,8604a4956c5f05eb2884cade7a265340-3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9620efee-9ef4-4601-9ff4-c677e64d7a44
f5985d26-222c-933d-50b2-0109cdc4e339,初中,北师大版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 八年级上册,22297257,17748e0230f9249b6402921e4c4282d3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=f5985d26-222c-933d-50b2-0109cdc4e339
33469df9-57bf-d078-af19-1de3dbfabfe0,初中,北师大版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级 下册,76946669,6580a3df5cc5af221a1794476faf7e26,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=33469df9-57bf-d078-af19-1de3dbfabfe0
7901c4be-a21e-49b4-afe8-793e29be5fad,初中,北师大版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,76946669,6580a3df5cc5af221a1794476faf7e26,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=7901c4be-a21e-49b4-afe8-793e29be5fad
98165b99-7f4d-4534-a016-00f82526fc4d,初中,北师大版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,76013563,463180943c2021363509bea9ca3648dd,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=98165b99-7f4d-4534-a016-00f82526fc4d
adb3ff3e-323b-5895-30b3-b4aab73ebffd,初中,外研社版（主编：孙有中）,7,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书 英语 七年级上册,147167833,735cf16709faf58682c1edd1e8e54f9e,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=adb3ff3e-323b-5895-30b3-b4aab73ebffd
2c8772f1-c624-51e1-215d-f0a35f4b5820,初中,外研社版（主编：孙有中）,9,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书 英语 九年级上册,208536122,6daa5a6631ffe189f04cdd8cc4f35cc7,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=2c8772f1-c624-51e1-215d-f0a35f4b5820
4631365b-5647-850e-5956-ca29c27a1d16,初中,外研社版（主编：孙有中）,8,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书 英语 八年级上册,193080121,4870f24f0a5576ab02f5b7f46b26c061,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=4631365b-5647-850e-5956-ca29c27a1d16
80a9d47b-a6c9-36c5-cd53-ba5ac343f971,初中,外研社版（主编：孙有中）,7,下册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语 七年级 下册,196726658,8de541382d564855754b809cc57ce670,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=80a9d47b-a6c9-36c5-cd53-ba5ac343f971
b7ca9536-ccd7-a4db-56b3-971645c54515,初中,外研社版（主编：孙有中）,7,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,123040213,8015bffb01aa1f63ee9e08f4e1a7b029-3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=b7ca9536-ccd7-a4db-56b3-971645c54515
e184b1ad-1d69-5695-601a-1b3b8ab6e885,初中,外研社版（主编：孙有中）,7,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,130081727,1a5b2bd98bab9019b5826334f6c56b97,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=e184b1ad-1d69-5695-601a-1b3b8ab6e885
23ad107e-37cc-5751-f3c0-e5d234106b2d,初中,外研社版（主编：孙有中）,8,上册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语 八年级上册,122264373,9518315ae7304f29a8bfbfb8b7eb08b2,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=23ad107e-37cc-5751-f3c0-e5d234106b2d
e97b46fe-ed57-9d08-5533-60ff4bb437ae,初中,外研社版（主编：孙有中）,8,下册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语 八年级下册,172966629,aa52cea5d508e898e62c0e9cfa1165e5,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=e97b46fe-ed57-9d08-5533-60ff4bb437ae
d199388d-afe7-4ff2-912d-cea6ac4b9b1b,初中,外研社版（主编：孙有中）,7,下册,candidate_unverified,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,169573369,31ba0305019a2040dd458d938ca869b3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=d199388d-afe7-4ff2-912d-cea6ac4b9b1b
e7788a04-22eb-46ee-b16e-c0cf356c8a49,初中,沪外教版,9,下册,missing,义务教育教科书·英语九年级下册,17555985,50a6b5bb4aed2e6dc263775ee1db3216,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=e7788a04-22eb-46ee-b16e-c0cf356c8a49
aa6c165a-3d8e-40d7-aaf2-4c1b3af36c89,初中,沪外教版,9,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 九年级上册,32149636,173d648c9fcda4aca250a14ab973763c,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=aa6c165a-3d8e-40d7-aaf2-4c1b3af36c89
3e5abc1b-2bc3-7e27-6525-2138ef0b298b,初中,沪外教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,93040683,4d4814ccbf90c35988f972b9829ae701,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=3e5abc1b-2bc3-7e27-6525-2138ef0b298b
456e85df-63bb-1b8b-928a-a60706d21704,初中,沪外教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,9987432,dd8580391f6bb9c99930db595fa911cf,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=456e85df-63bb-1b8b-928a-a60706d21704
2a2d221f-d407-49e9-bb53-267fde8b0d07,初中,沪外教版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,59693056,bea657d6d5ea11584d69be55d7023da9,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=2a2d221f-d407-49e9-bb53-267fde8b0d07
6bec9b00-149b-41cd-a378-81f76c3f20cc,初中,沪外教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,13900455,b755afd870b2e65582a54b39c4fc518e,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=6bec9b00-149b-41cd-a378-81f76c3f20cc
ce303c14-ba79-a2f5-7819-1ef12fb74479,初中,沪外教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,17484016,131bcc1ddde442c97c492268f0df4049-3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=ce303c14-ba79-a2f5-7819-1ef12fb74479
fadfbe3b-03d5-4b80-b5d8-3910ecf70ec6,初中,沪外教版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,15740801,e1427e881f917f2fd8bf05e7287d8245,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=fadfbe3b-03d5-4b80-b5d8-3910ecf70ec6
8a9962e7-f8e6-4f5f-8e2a-df9bf874bf0c,初中,沪教版,9,下册,missing,义务教育教科书·英语九年级下册,77908079,21225d1088342bfa71942112e66c492c,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=8a9962e7-f8e6-4f5f-8e2a-df9bf874bf0c
454dfc04-1259-20fe-cfa2-108408618de7,初中,沪教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级 上册,25828087,e653a5c16c19d2378bcc43d7f411498e,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=454dfc04-1259-20fe-cfa2-108408618de7
dcba2daf-0832-7ef4-2490-ceb47ff8fa2a,初中,沪教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级 上册,17040644,0ae8f6f99ec6580fe6e8687aa3023b4b,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=dcba2daf-0832-7ef4-2490-ceb47ff8fa2a
fc01119a-7b2b-d5fb-74c8-415bd8e00f4a,初中,沪教版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级 上册,110395628,d212b6bd8281bc67d75c961ee76876af-14,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=fc01119a-7b2b-d5fb-74c8-415bd8e00f4a
13f39e27-05a6-4f55-aa35-09b29500b015,初中,沪教版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,23539346,f2d1aa85474ba51665cbdbf25cb851a7,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=13f39e27-05a6-4f55-aa35-09b29500b015
65a59980-6e5c-7f76-82e8-ab16222baafb,初中,沪教版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,41150769,55befca40757828ff9ffc0fc34451dc8,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=65a59980-6e5c-7f76-82e8-ab16222baafb
b1a19b7a-5a7f-4d0e-9f9d-b5e59dafc979,初中,沪教版,9,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语九年级上册,112487176,192bdc8560d195043cd427b401f0bc2a,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=b1a19b7a-5a7f-4d0e-9f9d-b5e59dafc979
01fb75fc-776a-43cc-a974-b03d61679125,初中,沪教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,27642288,665588745f162fcaea346101f36a298f,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=01fb75fc-776a-43cc-a974-b03d61679125
90442b57-1067-ae52-9aa6-92fdcc4b8589,初中,沪教版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,111625009,70c6fddb5d3760df7b43ca1846925d7b-14,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=90442b57-1067-ae52-9aa6-92fdcc4b8589
d9587713-66bd-4f85-806f-cc2fa5619cd3,初中,沪教版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,75613840,ce493545f4102551e4f49d46ba745ccc,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=d9587713-66bd-4f85-806f-cc2fa5619cd3
1bf8014a-678a-46b5-a7c5-f0248b1bdab3,初中,科普版,9,下册,missing,义务教育教科书·英语九年级下册,43841288,3eac2f48c2ba448dc1c538aa35ab2228,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=1bf8014a-678a-46b5-a7c5-f0248b1bdab3
183b9902-f0a9-6f61-748c-26929e5ce40c,初中,科普版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 七年级上册,17841409,88dcc6c8b610d52a8e742167a9a18ea8,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=183b9902-f0a9-6f61-748c-26929e5ce40c
521b01ef-4e76-466e-b50e-a20508a9b893,初中,科普版,9,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 九年级上册,14214830,34c3c5cc1a9fdd368c14b0662dff43ce,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=521b01ef-4e76-466e-b50e-a20508a9b893
c00290fc-3c5c-9221-1be3-77e4fed67197,初中,科普版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语 八年级上册,20437118,595f065caebd99fe2d4ad5d24fee8379,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=c00290fc-3c5c-9221-1be3-77e4fed67197
4360e8a1-7e94-34ab-eeaa-57819834b24b,初中,科普版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语七年级上册,73220290,e026db0541ea28744a9543310f65c670,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=4360e8a1-7e94-34ab-eeaa-57819834b24b
b40da2ba-8292-4cb0-986e-cc7da87f7855,初中,科普版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语八年级上册,134536315,adc06807603084dd4ce6abd74d30fda7-3,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=b40da2ba-8292-4cb0-986e-cc7da87f7855
adf997ce-573b-ad1e-845e-1adcb1c53768,初中,科普版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书 英语（七年级 上册）,85705615,1f4f8d7af55ce5397217bf401ea05164,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=adf997ce-573b-ad1e-845e-1adcb1c53768
a0edf423-c4de-7780-672f-010b0c8a6f83,初中,科普版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级 下册,21545205,f67c8c2c6c9bbf43b4b717521e4df70e,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=a0edf423-c4de-7780-672f-010b0c8a6f83
3cb05979-f64e-48f8-8fc3-27e99abf6929,初中,科普版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语七年级下册,69011896,5f8016f338c74b4cec8f0a19d7195945,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=3cb05979-f64e-48f8-8fc3-27e99abf6929
ff77182f-5acf-4b36-9dbf-6d8bbca2431a,初中,科普版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,19275030,d4de6dfb21e6bb654900f628e12ed19e,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=ff77182f-5acf-4b36-9dbf-6d8bbca2431a
92286669-0bc5-423e-844c-06c4eddffd2e,初中,译林版,9,下册,missing,义务教育教科书·英语九年级下册,44211746,267580b9920716a58d8bdd3244d065f4,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=92286669-0bc5-423e-844c-06c4eddffd2e
64f242e1-9902-067f-a769-7ed0a761c430,初中,译林版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,53233500,c99d2293b437fb004ee9f6abfd90f34d,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=64f242e1-9902-067f-a769-7ed0a761c430
9f7701cb-d16d-4b3e-c46d-06c3042dec5c,初中,译林版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,56172906,cccceabba99c2baa45a4e8977f48c01c-7,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=9f7701cb-d16d-4b3e-c46d-06c3042dec5c
c69fbfe9-1233-33a6-d354-45ec9a34d1c9,初中,译林版,7,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级上册,27926646,75889ee572c7395f3390ca60a4161163,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=c69fbfe9-1233-33a6-d354-45ec9a34d1c9
d068ad85-ce64-49f6-8ecd-11ee1e409c32,初中,译林版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级下册,34311002,a3c0d10b4e41c01697f96f8d1bc68c7f,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=d068ad85-ce64-49f6-8ecd-11ee1e409c32
e87a217b-7e40-4ac1-9531-e6e6fb6cddf3,初中,译林版,7,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语 七年级下册,39082605,6e16dada84db9e0e0db4f786c0177b15,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=e87a217b-7e40-4ac1-9531-e6e6fb6cddf3
01b3ebf7-5e9a-471e-a5fe-beb76deb5207,初中,译林版,9,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语九年级上册,70917167,d378b3a771c8b70ba0b11e435ed847b0,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=01b3ebf7-5e9a-471e-a5fe-beb76deb5207
4573420f-2680-44e2-8def-7e8c4fa71297,初中,译林版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,103080170,1e1ac690318519fdbe2de6170204cf95-2,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=4573420f-2680-44e2-8def-7e8c4fa71297
ec138881-112c-779f-2fdf-c744667107d3,初中,译林版,8,上册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级上册,98539181,f42166e8cc33a0bac0aa0b6dfdd615a7-12,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=ec138881-112c-779f-2fdf-c744667107d3
b33b5100-d1f9-427e-a9d6-03336612895a,初中,译林版,8,下册,missing,（根据2022年版课程标准修订）义务教育教科书·英语八年级下册,43681508,72e7dce5f7266f2bf7dd4009159c229f,obtain_and_verify_wordlist_or_extract_pdf,,https://basic.smartedu.cn/tchMaterial/detail?contentType=assets_document&contentId=b33b5100-d1f9-427e-a9d6-03336612895a
